index,age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
10226,2,55,100,117,57,2,0,1,3,1,1,2,0,2,2,0,0,Negative
10229,0.5833333333333334,47,102,96,30,1,3,1,3,1,2,0,0,2,2,0,2,Negative
10233,1,71,102,149,19,0,1,1,1,3,2,2,0,2,2,0,2,Negative
10235,1,64,101,117,34,2,1,2,2,3,2,2,0,2,2,0,2,Negative
10237,3,41,104,189,27,1,3,4,3,1,2,0,1,0,1,0,2,Positive
10243,5,66,101,111,50,2,0,1,1,0,2,2,0,0,0,0,2,Negative
10245,1,8,102,150,44,2,1,1,2,1,0,0,0,2,2,0,0,Negative
10252,2,70,99,159,20,1,3,4,1,3,2,2,0,2,2,0,2,Negative
10254,5,6,101,148,49,2,0,1,1,3,0,2,0,2,2,0,2,Negative
10255,2,11,101,190,130,2,0,1,2,2,2,2,0,2,2,0,2,Negative
10259,6,37,102,163,44,2,1,2,1,1,0,2,0,2,2,0,2,Negative
10260,2,28,101,111,36,2,2,1,3,1,2,0,0,2,2,0,2,Negative
10262,2,15,99,136,129,2,0,1,3,3,0,2,0,2,2,0,2,Negative
10263,5,73,101,107,58,2,0,2,0,1,0,2,0,2,2,0,2,Negative
10266,0.16666666666666666,42,101,146,51,0,2,4,3,3,0,2,0,2,2,0,2,Negative
10267,0.16666666666666666,11,99,109,131,2,1,2,2,1,2,0,0,2,2,0,2,Negative
10271,0.4166666666666667,74,101,135,26,2,0,4,3,3,0,0,0,2,0,0,2,Negative
10273,6,60,101,146,134,0,0,2,3,2,0,2,0,2,2,0,2,Negative
10276,2,49,99,125,20,2,0,1,1,3,1,1,0,2,2,0,2,Negative
10281,0.3333333333333333,36,99,176,49,1,3,1,3,2,2,2,0,2,0,0,1,Negative
10282,3,55,104,167,51,0,0,4,1,1,0,0,1,1,1,1,2,Positive
10284,2,29,103,156,27,2,2,4,1,1,0,1,1,1,1,1,2,Positive
10286,2,68,102,139,128,2,1,4,1,3,2,0,0,2,2,0,2,Negative
10291,2,8,100,102,131,2,1,2,3,3,0,2,0,2,2,0,2,Negative
10293,2,79,102,176,22,2,0,2,3,3,2,0,0,2,2,0,2,Negative
10299,2,183,104,132,39,0,0,2,1,0,0,1,1,1,1,1,2,Positive
10302,2,56,102,115,50,2,0,1,1,3,2,2,0,2,2,0,2,Negative
10308,2,38,102,96,51,0,0,1,3,3,2,2,0,0,2,1,0,Negative
10311,0.16666666666666666,38,99,117,134,2,2,4,0,0,2,2,0,2,2,0,2,Negative
10314,5,56,99,145,55,0,0,2,1,1,2,2,0,0,2,0,2,Negative
10315,9,37,101,189,140,2,1,2,3,3,2,2,0,2,2,0,2,Negative
10317,1,68,101,180,130,2,0,4,3,3,1,2,0,2,2,0,2,Negative
10319,2,49,100,91,58,0,0,4,3,1,2,2,0,2,2,0,0,Negative
10322,10,59,101,147,43,2,0,1,1,3,2,0,0,2,2,0,2,Negative
10324,0.6666666666666666,71,100,96,25,2,0,2,3,1,2,0,0,2,2,0,2,Negative
10329,1,113,102,149,59,0,1,2,1,1,2,0,0,2,2,0,2,Negative
10330,1,199,101,132,28,2,0,2,1,3,2,1,0,2,2,0,2,Negative
10336,3,64,100,97,57,2,1,2,3,1,0,2,0,2,0,0,2,Negative
10339,3,28,100,131,33,2,1,1,1,3,2,0,0,2,0,0,0,Negative
10340,3,86,100,102,30,2,0,1,3,3,2,0,0,2,2,0,2,Negative
10341,0.6666666666666666,187,99,138,53,0,1,2,0,1,2,0,0,2,2,0,1,Negative
10344,0.08333333333333333,71,102,100,49,1,3,4,1,1,1,2,0,2,2,1,2,Negative
10346,4,80,100,163,54,2,1,2,3,3,0,2,0,2,0,0,2,Negative
10347,6,20,100,164,43,2,2,2,1,3,0,1,0,2,2,0,0,Negative
10356,0.4166666666666667,6,100,111,141,2,0,4,1,3,0,0,0,2,2,0,2,Negative
10358,7,34,102,122,46,2,1,4,0,1,1,2,0,1,2,0,2,Negative
10359,0.4166666666666667,77,101,172,44,1,3,1,3,3,2,2,0,2,2,0,0,Negative
10362,2,85,101,88,130,2,0,2,3,1,1,2,0,2,2,0,2,Negative
10365,1,48,101,132,28,2,0,4,1,1,1,2,0,0,2,0,0,Negative
10366,2,12,100,154,36,2,0,1,2,3,0,2,0,2,2,0,2,Negative
10367,2,90,99,91,150,2,0,4,3,3,2,1,0,0,2,0,2,Negative
10368,0.16666666666666666,90,102,151,35,2,0,2,3,3,0,2,0,2,2,0,2,Negative
10369,2,20,99,134,138,0,0,4,1,3,2,2,0,2,0,0,0,Negative
10376,8,58,102,133,36,2,1,2,0,3,2,2,0,2,0,0,2,Negative
10378,1,25,99,175,150,2,0,1,3,3,1,2,0,2,2,0,2,Negative
10379,1,51,99,119,133,0,0,1,3,3,2,1,0,2,2,0,0,Negative
10383,0.75,12,100,189,31,2,0,4,0,3,2,2,0,0,2,0,2,Negative
10385,5,68,103,178,30,1,3,2,3,3,3,0,0,2,1,0,2,Positive
10386,0.5833333333333334,68,101,121,135,2,0,2,3,0,2,2,0,2,2,0,2,Negative
10387,13,73,102,115,134,2,0,1,1,1,0,2,0,2,0,0,2,Negative
10388,0.5833333333333334,16,99,143,150,2,2,1,3,3,0,2,0,2,2,0,2,Negative
10389,2,41,101,92,27,2,0,2,3,1,2,2,0,2,2,0,2,Negative
10393,5,70,101,106,36,2,0,4,1,3,2,2,0,0,2,0,2,Negative
10394,2,87,99,174,43,2,0,4,3,1,0,0,0,2,0,0,2,Negative
10405,0.3333333333333333,65,102,114,49,0,0,4,1,3,0,2,0,2,2,0,2,Negative
10412,2,73,99,138,57,2,1,4,0,3,2,1,0,2,2,0,2,Negative
10413,0.75,5,101,114,138,2,0,1,2,1,0,0,0,2,0,0,2,Negative
10414,1,18,99,135,134,1,3,4,1,3,2,0,0,2,2,0,2,Negative
10417,3,97,103,121,129,2,0,1,3,3,2,2,0,2,0,0,3,Positive
10429,10,63,102,135,55,2,1,2,3,1,2,0,0,2,2,1,2,Negative
10430,0.4166666666666667,32,99,168,18,2,2,4,1,3,2,2,0,2,0,1,2,Negative
10432,2,85,99,177,40,2,0,1,3,3,2,2,0,0,0,0,2,Negative
10435,9,20,101,162,33,0,2,4,2,1,0,0,0,0,2,1,2,Negative
10440,6,18,104,168,47,1,3,2,3,2,1,0,1,1,1,1,3,Positive
10442,9,54,100,134,51,2,0,2,3,3,0,2,1,2,2,0,2,Negative
10443,7,61,99,123,30,2,0,4,2,3,0,0,0,0,0,0,2,Negative
10451,1,23,102,118,150,2,0,1,3,1,2,2,0,2,2,0,0,Negative
10453,1,58,99,131,133,2,2,4,3,1,0,0,0,2,2,0,2,Negative
10455,1,52,99,161,51,2,2,1,3,3,0,0,0,2,0,0,0,Negative
10463,0.25,70,99,187,20,2,2,4,3,1,2,2,0,2,2,1,1,Negative
10466,2,13,101,190,59,2,1,4,1,1,0,2,0,2,2,0,2,Negative
10468,1,83,101,111,139,2,2,4,1,1,2,2,0,2,0,0,2,Negative
10473,0.08333333333333333,199,101,162,55,2,2,4,2,2,2,2,0,2,0,0,2,Negative
10476,11,30,104,95,21,2,2,4,3,3,2,0,0,1,0,1,3,Positive
10477,12,7,100,129,27,2,0,2,3,3,0,2,0,2,2,0,2,Negative
10479,2,23,99,91,60,2,2,2,2,1,0,2,0,2,0,0,2,Negative
10480,2,80,102,90,43,2,0,1,1,1,2,1,0,1,2,0,2,Negative
10483,0.08333333333333333,73,100,128,37,2,2,4,1,3,0,2,0,2,2,0,2,Negative
10484,0.08333333333333333,116,99,88,31,2,0,4,3,2,2,0,0,2,2,1,2,Negative
10485,0.08333333333333333,35,102,132,23,2,0,2,1,2,0,2,0,0,2,1,2,Negative
10488,0.8333333333333334,71,102,167,34,2,0,2,1,1,1,2,0,2,2,0,2,Negative
10491,5,58,100,102,134,2,1,1,3,1,2,1,0,2,2,0,2,Negative
10492,0.5833333333333334,80,102,99,60,0,0,2,0,3,2,2,0,2,2,0,2,Negative
10494,8,49,104,160,145,1,3,2,1,1,3,0,1,1,1,1,2,Positive
10495,2,45,102,154,22,2,0,2,1,3,1,2,0,2,2,0,2,Negative
10496,2,10,102,123,29,2,0,4,0,1,2,0,0,2,2,0,2,Negative
10497,2,47,102,147,138,2,0,4,1,3,2,0,0,2,2,0,2,Negative
10499,0.25,53,101,153,58,2,0,2,1,3,0,1,0,2,2,0,2,Negative
10505,4,66,105,161,128,2,0,1,3,1,3,0,0,1,0,0,2,Positive
10508,4,22,99,100,23,2,2,4,3,3,0,2,0,0,0,0,2,Negative
10516,10,129,100,184,37,2,0,4,3,3,2,2,0,0,2,0,2,Negative
10517,1,22,99,135,23,2,0,4,3,1,2,2,0,2,2,0,2,Negative
10519,0.5833333333333334,6,101,105,58,2,2,2,3,3,0,2,0,2,2,0,0,Negative
10523,0.5833333333333334,52,101,108,60,2,0,4,1,1,2,0,0,2,2,0,1,Negative
10531,0.3333333333333333,89,102,145,134,1,3,1,1,3,2,0,0,2,2,0,0,Negative
10532,0.75,86,101,123,42,2,0,0,3,3,2,2,0,2,2,0,2,Negative
10533,0.25,25,101,150,26,2,0,1,1,1,2,0,0,0,2,0,2,Negative
10535,7,47,102,97,35,0,2,1,3,3,2,2,0,2,2,0,0,Negative
10537,0.25,21,100,184,41,2,0,4,1,1,2,2,0,2,2,0,2,Negative
10543,0.08333333333333333,84,100,129,51,0,2,2,3,1,2,2,0,2,2,0,2,Negative
10545,2,64,102,135,37,2,0,1,2,3,2,2,0,2,2,0,2,Negative
10547,0.08333333333333333,35,100,95,149,2,1,2,2,1,2,0,0,2,2,0,2,Negative
10550,0.3333333333333333,39,101,98,34,2,2,4,1,1,0,0,0,2,2,0,2,Negative
10552,2,11,99,155,51,2,0,4,2,0,2,2,0,0,0,0,2,Negative
10553,3,85,102,119,56,2,1,4,1,3,0,0,0,2,2,0,2,Negative
10554,10,70,99,173,138,2,1,4,1,0,2,0,0,2,2,0,2,Negative
10555,0.16666666666666666,84,104,169,26,0,0,2,3,2,1,1,0,0,1,1,2,Positive
10560,0.16666666666666666,52,100,124,54,2,1,1,1,1,1,2,0,2,2,0,2,Negative
10563,0.16666666666666666,79,99,167,27,2,1,1,3,1,2,0,0,2,2,0,2,Negative
10564,0.3333333333333333,75,99,155,144,2,0,4,1,3,2,0,0,2,2,0,2,Negative
10565,5,10,102,113,37,0,0,1,3,2,2,2,0,2,2,0,1,Negative
10573,1,89,102,164,140,2,0,4,2,3,2,2,0,2,2,0,2,Negative
10575,5,57,103,104,56,0,0,2,3,3,0,2,0,2,1,0,2,Positive
10576,5,24,102,133,49,1,3,1,3,3,2,0,0,2,0,0,2,Negative
10580,2,90,102,130,140,2,0,2,0,2,2,0,0,0,2,0,2,Negative
10582,0.08333333333333333,29,103,128,48,2,0,4,1,3,0,0,1,0,2,0,0,Positive
10583,3,43,104,126,145,2,1,2,2,2,1,0,0,1,0,1,2,Positive
10584,14,57,101,126,35,2,0,2,2,2,2,0,0,2,2,0,2,Negative
10586,0.5833333333333334,53,99,159,138,2,0,1,1,3,1,2,0,2,2,0,2,Negative
10589,19,73,100,160,60,2,0,1,1,1,0,1,1,2,2,0,2,Negative
10590,0.5,50,102,122,37,2,0,1,3,1,1,2,0,2,2,0,2,Negative
10596,2,65,101,146,48,2,1,2,1,3,2,2,0,2,0,0,2,Negative
10599,8,65,101,155,19,2,0,1,1,1,0,2,0,2,2,0,2,Negative
10600,8,86,101,103,144,1,3,1,1,1,1,1,0,2,2,0,2,Negative
10601,7,80,102,183,57,2,0,1,1,1,2,2,0,2,0,0,2,Negative
10605,1,20,100,110,35,2,0,1,3,1,1,2,0,0,2,0,2,Negative
10609,2,14,102,116,53,2,0,2,3,3,2,1,0,2,0,0,2,Negative
10610,8,21,100,128,20,1,3,1,3,1,2,0,0,2,2,0,2,Negative
10617,2,37,99,182,42,2,0,2,2,1,0,0,0,2,2,1,2,Negative
10619,2,86,99,180,56,2,0,1,3,3,0,2,0,2,2,0,1,Negative
10624,0.08333333333333333,52,102,188,147,0,0,4,1,1,1,0,0,2,2,0,2,Negative
10625,4,69,102,184,146,0,1,2,1,1,2,0,0,2,2,0,2,Negative
10631,3,28,100,167,33,2,1,1,2,1,2,2,0,2,2,0,2,Negative
10632,11,35,102,187,30,0,0,4,1,1,2,2,0,2,2,0,2,Negative
10633,0.4166666666666667,67,104,190,128,2,2,2,3,3,0,0,1,1,0,1,3,Positive
10637,0.4166666666666667,45,99,187,131,2,0,1,3,0,2,0,0,2,2,0,2,Negative
10640,0.08333333333333333,34,102,179,143,1,3,1,1,1,2,2,0,2,2,0,2,Negative
10644,1,21,99,161,121,0,0,2,3,3,0,2,0,2,2,0,0,Negative
10646,1,69,102,187,59,2,0,2,3,3,2,2,0,0,2,1,2,Negative
10649,0.3333333333333333,52,102,107,52,1,3,0,1,3,3,0,0,2,2,0,2,Negative
10656,5,39,100,127,136,2,0,2,3,1,1,2,0,2,2,0,2,Negative
10658,0.16666666666666666,63,100,100,35,2,1,2,2,1,2,2,0,2,2,1,0,Negative
10659,10,37,102,98,145,2,0,1,3,1,2,2,0,0,2,0,2,Negative
10660,0.5,50,100,157,31,2,2,1,1,1,2,2,0,2,2,0,2,Negative
10663,1,51,102,188,45,2,0,4,3,1,1,2,0,2,2,0,0,Negative
10665,1,59,99,175,60,2,1,4,3,3,2,1,0,2,2,0,2,Negative
10667,12,77,104,134,124,1,3,2,0,1,0,0,0,0,1,0,2,Positive
10668,1,80,102,186,20,1,3,4,3,3,2,2,0,2,2,0,0,Negative
10669,0.5833333333333334,28,102,91,40,2,2,2,1,3,1,2,0,2,2,1,2,Negative
10670,2,76,101,148,23,2,0,4,1,1,1,0,0,2,2,0,2,Negative
10673,8,84,101,169,42,2,0,1,3,1,2,2,0,0,2,0,2,Negative
10675,3,36,100,138,43,2,0,2,1,2,1,0,0,2,2,0,2,Negative
10676,0.08333333333333333,51,99,89,56,1,3,2,1,1,2,0,0,2,2,0,2,Negative
10679,1,48,102,185,34,2,1,1,3,1,1,2,0,2,2,0,2,Negative
10682,0.16666666666666666,60,101,150,44,2,0,4,3,1,2,2,0,2,2,0,2,Negative
10685,1,21,101,180,60,1,3,4,1,3,2,0,0,2,2,0,2,Negative
10686,10,48,101,106,126,2,2,4,3,1,1,0,0,2,0,0,2,Negative
10687,9,39,101,178,57,0,2,2,3,1,0,2,0,2,2,0,0,Negative
10688,2,50,100,113,38,2,0,2,1,1,2,2,0,2,2,0,2,Negative
10691,0.4166666666666667,66,102,187,139,2,0,4,3,2,2,2,0,2,0,0,2,Negative
10692,9,59,102,113,51,0,0,2,2,3,2,0,0,2,2,0,2,Negative
10694,1,55,105,115,50,2,2,2,3,3,0,0,0,1,2,1,2,Positive
10695,0.16666666666666666,7,99,114,143,2,2,2,3,3,2,0,0,2,2,0,0,Negative
10696,2,42,103,105,25,0,1,2,2,3,3,0,1,2,1,0,2,Positive
10700,0.5833333333333334,45,99,150,127,2,2,2,1,3,0,2,0,2,2,1,2,Negative
10702,9,70,99,162,25,1,3,4,1,1,1,1,0,2,2,0,0,Negative
10705,13,32,105,128,140,2,1,2,1,3,2,1,0,0,2,1,2,Positive
10706,0.3333333333333333,57,102,120,54,0,1,2,3,3,2,0,0,2,2,0,2,Negative
10707,3,79,100,158,57,2,1,1,3,3,2,0,0,2,2,0,2,Negative
10708,1,15,99,138,148,2,0,4,3,1,1,0,0,2,2,0,0,Negative
10711,2,29,99,187,50,2,2,1,3,3,1,2,0,2,2,0,2,Negative
10712,10,63,99,124,45,2,2,1,1,3,2,2,0,2,2,0,2,Negative
10713,0.16666666666666666,65,100,178,128,1,3,2,3,3,0,2,0,2,2,0,2,Negative
10714,2,69,100,102,129,2,0,2,2,3,0,0,0,0,2,0,0,Negative
10718,1,28,99,111,27,2,0,1,2,1,2,2,1,0,2,0,0,Negative
10720,0.16666666666666666,13,99,88,137,2,2,3,3,1,2,2,0,2,0,0,2,Negative
10723,0.5833333333333334,89,100,89,25,0,1,4,3,1,2,2,0,2,2,0,2,Negative
10725,5,65,101,105,126,2,0,2,3,2,0,1,0,2,2,0,2,Negative
10732,3,32,100,178,141,2,0,4,1,1,2,0,0,2,2,0,2,Negative
10733,7,87,100,88,28,2,2,4,1,3,2,0,0,2,2,0,2,Negative
10734,0.4166666666666667,59,102,185,25,1,3,2,1,3,1,2,0,0,0,1,2,Negative
10737,5,24,101,111,51,2,1,4,2,3,0,2,0,2,2,0,2,Negative
10739,0.08333333333333333,88,105,138,27,0,0,2,1,1,1,0,0,2,0,0,0,Positive
10741,2,19,101,147,133,1,3,1,1,1,0,1,0,2,2,0,2,Negative
10743,1,83,101,178,144,2,0,1,3,1,0,0,0,2,0,0,2,Negative
10747,2,89,101,116,22,2,2,1,3,3,1,1,0,2,2,1,2,Negative
10754,5,30,101,108,25,2,0,2,1,2,2,0,0,2,2,0,2,Negative
10758,2,86,99,90,49,1,3,1,1,3,2,0,0,0,2,0,2,Negative
10759,0.16666666666666666,26,100,146,59,1,3,2,0,2,1,0,0,2,0,0,2,Negative
10762,1,89,102,140,23,2,2,3,3,1,2,2,0,2,2,0,2,Negative
10763,0.08333333333333333,41,103,170,24,2,1,4,1,3,0,0,0,2,1,0,2,Positive
10765,0.5833333333333334,38,102,92,52,1,3,2,1,2,1,0,0,2,2,0,2,Negative
10771,1,22,100,127,47,2,0,4,3,1,2,2,0,2,2,0,2,Negative
10772,0.3333333333333333,19,105,166,23,1,3,2,1,3,1,1,0,2,2,1,2,Positive
10773,12,39,100,171,34,2,2,1,0,1,0,0,0,2,2,1,2,Negative
10774,0.5833333333333334,35,100,124,33,1,3,2,0,1,0,2,0,2,2,0,2,Negative
10778,0.08333333333333333,111,101,142,132,2,2,1,1,2,2,2,0,2,2,0,2,Negative
10779,0.08333333333333333,27,99,100,27,2,1,1,3,3,2,2,0,2,2,0,2,Negative
10780,1,34,100,189,58,1,3,4,1,2,1,2,0,2,2,0,2,Negative
10782,0.3333333333333333,80,99,184,42,2,0,2,3,2,0,2,0,2,2,0,2,Negative
10785,1,80,100,179,21,0,0,4,1,1,2,1,0,0,2,0,2,Negative
10788,4,39,105,154,33,1,3,2,3,3,0,2,1,0,1,1,2,Positive
10791,2,72,101,110,21,2,0,4,3,3,2,2,0,2,2,0,2,Negative
10794,0.08333333333333333,84,100,140,56,2,0,2,3,2,1,0,0,2,2,0,2,Negative
10799,0.16666666666666666,46,104,128,136,2,0,2,1,1,2,0,1,1,0,0,0,Positive
10801,5,61,100,158,32,2,2,4,1,3,2,2,0,2,2,0,2,Negative
10804,2,40,99,160,45,1,3,2,2,2,2,2,0,2,0,0,2,Negative
10805,0.08333333333333333,55,99,185,128,2,1,2,3,1,2,0,0,2,2,0,1,Negative
10810,0.08333333333333333,10,100,137,30,0,1,1,1,2,2,1,0,2,2,0,2,Negative
10813,5,86,100,186,43,1,3,4,2,3,2,0,0,2,0,0,2,Negative
10816,6,31,101,165,51,0,2,1,2,3,0,2,0,2,2,0,2,Negative
10817,9,53,102,185,128,2,0,4,3,3,0,2,0,2,0,0,2,Negative
10821,3,72,100,180,29,2,0,1,3,2,0,0,0,2,2,0,2,Negative
10825,0.4166666666666667,75,101,100,24,2,0,1,3,1,2,2,0,0,2,0,2,Negative
10826,5,61,99,147,142,2,1,1,1,3,2,2,0,2,2,0,0,Negative
10834,12,25,100,160,49,0,0,1,1,3,2,1,0,0,2,0,2,Negative
10835,2,63,99,170,58,2,0,1,3,1,2,2,0,2,2,0,2,Negative
10838,0.08333333333333333,78,102,168,29,1,3,4,3,3,0,2,0,2,2,0,2,Negative
10839,0.16666666666666666,75,100,110,19,2,2,2,3,1,2,2,0,2,2,0,0,Negative
10841,2,59,101,96,39,2,0,4,3,1,0,2,0,2,2,0,2,Negative
10845,0.08333333333333333,87,103,189,30,1,3,4,1,3,2,1,1,1,1,1,2,Positive
10852,0.3333333333333333,38,104,132,23,2,0,1,2,1,2,1,0,2,2,1,2,Positive
10854,1,89,104,114,50,2,1,2,1,1,0,1,1,1,2,1,2,Positive
10855,0.08333333333333333,81,99,163,31,2,0,4,2,3,1,2,0,2,2,1,2,Negative
10856,0.08333333333333333,41,101,167,51,0,1,1,3,3,1,2,0,2,2,0,2,Negative
10858,14,5,101,160,35,2,0,2,1,1,2,0,0,2,0,0,0,Negative
10860,0.16666666666666666,8,102,110,39,0,0,1,2,0,0,0,0,0,2,0,0,Negative
10861,2,41,100,164,40,2,0,4,3,3,1,0,0,2,2,1,0,Negative
10869,1,35,103,93,126,2,0,2,0,1,0,1,1,1,1,1,3,Positive
10871,0.16666666666666666,85,101,106,138,1,3,4,1,2,2,2,0,2,2,0,2,Negative
10875,2,26,100,129,26,2,2,4,1,3,2,0,0,2,0,0,4,Negative
10876,0.08333333333333333,31,100,190,24,2,0,2,3,3,2,1,0,2,2,0,2,Negative
10878,1,29,102,150,140,1,3,2,1,2,2,2,0,2,0,0,1,Negative
10879,0.5,55,100,121,43,2,0,2,3,1,2,2,0,0,2,0,2,Negative
10880,2,36,102,143,22,2,0,1,1,1,0,2,0,2,2,0,2,Negative
10884,1,28,104,122,142,0,1,2,3,0,0,0,1,1,1,1,0,Positive
10886,2,6,100,138,28,2,1,4,1,3,2,2,0,2,2,0,2,Negative
10889,3,43,99,137,31,1,3,4,3,1,2,0,0,2,2,0,2,Negative
10892,1,10,101,105,21,2,1,4,1,1,0,2,0,2,2,0,2,Negative
10895,3,14,99,96,39,1,3,2,3,3,2,2,0,1,2,0,2,Negative
10896,1,21,101,112,35,2,2,4,1,0,1,2,0,2,2,0,1,Negative
10898,0.08333333333333333,21,105,126,21,2,0,2,1,3,0,0,1,2,0,1,2,Positive
10899,0.16666666666666666,87,104,169,40,2,0,2,0,1,0,0,0,2,1,0,2,Positive
10901,2,6,101,160,58,1,3,2,3,1,2,0,0,2,2,0,2,Negative
10904,0.3333333333333333,67,100,92,38,2,0,4,3,1,2,1,0,0,0,0,2,Negative
10905,1,32,99,135,56,2,1,1,2,3,1,2,0,2,2,0,2,Negative
10906,10,40,100,126,44,1,3,1,1,1,2,0,0,2,2,0,0,Negative
10910,1,58,102,180,29,2,2,1,3,3,1,2,0,0,2,0,2,Negative
10915,0.16666666666666666,42,102,123,127,2,2,2,3,1,2,0,0,2,0,0,2,Negative
10916,13,21,100,100,141,2,1,2,1,3,2,1,0,0,2,0,0,Negative
10917,1,56,103,137,18,2,1,2,3,3,2,2,1,0,1,1,0,Positive
10920,1,35,101,100,32,2,0,4,3,3,2,2,0,0,2,0,2,Negative
10922,1,30,99,175,22,2,0,2,3,3,0,2,1,2,0,0,2,Negative
10929,0.6666666666666666,6,100,188,28,2,1,4,3,2,0,2,0,2,2,1,2,Negative
10936,1,52,103,128,55,1,3,1,3,3,0,2,1,2,1,1,0,Positive
10937,2,25,100,183,58,2,0,2,3,3,2,2,0,2,2,0,2,Negative
10939,0.08333333333333333,75,101,187,40,2,0,2,1,2,1,2,0,2,2,0,2,Negative
10943,2,33,99,155,39,2,0,4,1,1,2,2,0,2,2,0,0,Negative
10944,2,83,99,176,52,2,0,2,2,0,0,2,0,2,2,0,2,Negative
10950,0.08333333333333333,34,101,92,148,1,3,4,0,1,1,0,0,2,0,1,0,Negative
10958,0.16666666666666666,69,105,169,131,2,0,2,1,3,0,0,0,2,0,0,2,Positive
10961,0.4166666666666667,41,99,161,43,1,3,1,3,3,2,0,0,2,0,0,2,Negative
10962,2,20,101,189,58,2,1,1,3,1,2,2,0,2,2,0,2,Negative
10964,7,64,101,99,135,2,2,4,1,3,0,2,0,2,2,1,2,Negative
10970,4,162,101,106,50,2,1,4,1,0,2,0,0,2,2,0,2,Negative
10971,2,14,99,139,48,2,0,1,3,1,0,0,1,2,0,0,2,Negative
10973,1,59,100,133,57,2,1,1,2,2,2,0,0,2,2,0,0,Negative
10979,4,45,102,138,21,1,3,1,3,3,2,2,0,2,2,0,2,Negative
10981,1,69,99,184,19,2,0,2,1,3,2,1,0,2,2,1,2,Negative
10983,3,33,99,150,43,1,3,0,1,1,0,0,0,2,2,1,2,Negative
10988,0.08333333333333333,23,102,187,58,2,0,4,3,2,2,2,0,0,2,0,2,Negative
10992,1,76,100,127,47,2,1,2,1,3,0,1,0,0,2,0,2,Negative
10993,1,9,105,142,141,2,0,2,3,1,1,1,0,1,1,0,0,Positive
10994,0.08333333333333333,75,102,180,126,2,0,4,3,1,0,2,0,2,2,0,2,Negative
10998,2,81,102,183,28,2,0,4,1,1,2,0,0,2,2,0,2,Negative
10999,3,22,102,170,47,2,1,4,3,3,0,0,0,2,2,0,2,Negative
11000,0.038461538461538464,61,102,146,130,0,0,1,3,3,2,2,0,2,0,0,2,Negative
11002,1,45,104,169,120,2,2,1,1,3,0,2,1,1,0,0,2,Positive
11003,0.16666666666666666,18,99,131,25,2,0,4,1,3,0,1,0,2,2,0,0,Negative
11005,1,13,101,130,48,2,1,4,2,2,0,0,0,2,2,0,0,Negative
11007,3,44,102,124,36,0,2,1,3,1,2,0,0,2,2,0,2,Negative
11008,4,79,101,94,28,2,1,2,1,1,2,2,0,2,2,0,2,Negative
11013,4,77,99,183,37,2,2,1,3,1,2,2,0,2,2,0,2,Negative
11014,6,29,100,151,54,2,0,2,1,1,2,0,1,2,2,0,2,Negative
11020,0.057692307692307696,62,99,102,24,2,2,1,1,1,0,2,0,2,2,0,2,Negative
11021,0.057692307692307696,45,101,167,39,2,1,2,3,3,2,0,0,2,2,1,2,Negative
11022,0.75,13,100,141,27,2,2,1,2,1,2,2,0,2,2,0,0,Negative
11024,1,55,103,108,41,1,3,2,0,1,0,0,0,2,1,1,2,Positive
11036,0.08333333333333333,57,101,152,138,2,0,2,1,1,1,1,0,2,2,0,2,Negative
11041,0.3333333333333333,24,100,142,18,2,2,4,2,3,2,0,0,2,2,0,2,Negative
11042,2,86,103,115,53,2,0,2,0,1,3,0,1,1,0,1,0,Positive
11044,4,29,100,184,46,2,1,1,1,3,2,0,0,2,2,0,2,Negative
11053,2,40,102,112,21,0,0,4,3,1,2,2,0,2,2,0,2,Negative
11060,0.25,70,102,94,25,2,1,4,1,3,0,1,0,2,2,0,2,Negative
11062,3,61,104,178,50,2,0,2,1,3,1,2,0,1,0,0,3,Positive
11063,1,9,105,92,46,1,3,4,1,1,0,1,0,1,1,0,0,Positive
11064,0.6666666666666666,49,100,165,35,0,0,2,0,1,2,2,0,0,2,1,2,Negative
11067,0.3333333333333333,28,102,135,45,2,0,4,1,2,1,2,0,0,2,0,2,Negative
11068,0.5,81,100,175,31,2,2,2,3,2,0,0,0,2,2,0,2,Negative
11082,8,53,104,152,25,0,0,2,3,3,0,0,0,2,0,1,2,Positive
11085,1,18,100,138,50,0,2,2,3,2,2,2,0,2,2,0,2,Negative
11086,9,79,102,141,148,2,0,4,1,1,2,2,0,2,2,0,2,Negative
11090,6,21,99,122,143,2,0,4,3,1,2,0,0,2,2,0,2,Negative
11091,1,36,102,183,144,2,2,4,1,1,2,2,0,2,2,0,2,Negative
11095,1,9,102,151,55,1,3,1,1,1,2,2,0,2,2,0,0,Negative
11097,1,13,105,142,133,0,0,4,0,2,1,1,1,1,2,0,0,Positive
11099,1,30,101,180,133,1,3,1,2,2,2,0,0,2,0,0,2,Negative
11101,4,14,99,170,31,2,0,1,3,1,2,2,0,2,0,1,2,Negative
11103,0.25,14,101,169,57,2,0,0,1,1,2,1,0,2,2,0,0,Negative
11105,0.25,7,101,93,50,2,0,1,3,3,2,2,0,2,2,0,2,Negative
11108,0.3333333333333333,51,100,156,39,2,0,3,1,3,2,0,0,2,2,0,2,Negative
11110,3,39,99,90,49,2,0,4,3,1,2,2,0,2,2,0,0,Negative
