age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
10.0,63,105,137,35,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,Mild,Moderate,None,Bruising,Positive
11.0,53,99,152,45,Pale,UTO,BAR,Mild,Mild,Mild,None,None,Mild,None,None,Normal,Negative
6.0,33,101,142,42,Pink,1-2 sec,BAR,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.4166666666666667,162,102,171,139,Pink,1-2 sec,BAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
1.0,54,101,139,38,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,None,None,None,None,None,Irritation,Negative
1.0,80,100,130,22,Pale,UTO,Dull/Depressed,Moderate,Mild,Mild,None,None,None,None,None,Normal,Negative
1.0,8,101,151,134,Pink,1-2 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
2.0,43,102,113,141,Pink,1-2 sec,QAR,Mild,None,Mild,None,None,None,None,None,Irritation,Negative
12.0,13,102,131,51,Pale,UTO,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
5.0,15,101,171,49,Pink,>2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.6666666666666666,60,105,181,18,Pale,UTO,Dull/Depressed,None,Mild,Severe,Moderate,None,Moderate,Moderate,Present,Normal,Positive
3.0,15,101,100,24,Pink,<1 sec,BAR,None,None,Moderate,Moderate,None,Mild,Mild,None,Normal,Negative
3.0,19,100,169,28,Pink,1-2 sec,QAR,None,None,None,Mild,None,None,None,None,Bruising,Negative
0.08333333333333333,59,100,122,124,Pink,>2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,None,None,Present,Normal,Negative
1.0,11,100,104,42,Pink,1-2 sec,QAR,Mild,None,Mild,Moderate,None,Mild,None,Present,Normal,Negative
7.0,48,100,103,48,Pale,UTO,BAR,Mild,Mild,None,Mild,None,Mild,None,None,Bruising,Negative
0.16666666666666666,71,104,137,27,Pink,>2 sec,Dull/Depressed,Chronic,Moderate,Mild,None,Present,None,Moderate,Present,Normal,Positive
2.0,50,100,104,146,Pink,<1 sec,QAR,None,None,Mild,Mild,None,None,None,None,Normal,Negative
0.3333333333333333,27,102,190,139,Pink,1-2 sec,BAR,Chronic,Mild,Mild,None,None,None,None,None,Normal,Negative
0.010958904109589041,61,99,159,19,Light Pink,1-2 sec,QAR,Mild,None,None,Mild,None,None,Mild,None,Normal,Negative
0.010958904109589041,55,100,140,18,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.010958904109589041,20,99,110,55,Pink,<1 sec,Dull/Depressed,None,Moderate,None,None,None,None,Mild,None,Bruising,Negative
1.0,86,102,94,37,Light Pink,1-2 sec,BAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
11.0,52,99,135,42,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
1.0,67,102,152,23,Pink,<1 sec,BAR,None,Mild,Moderate,None,None,Mild,None,None,Normal,Negative
8.0,62,100,130,26,Pink,>2 sec,BAR,Mild,None,None,Moderate,None,None,None,None,Bruising,Negative
1.0,181,101,102,123,Light Pink,1-2 sec,Dull/Depressed,None,None,Moderate,Mild,None,None,Mild,None,Normal,Negative
0.5833333333333334,39,100,177,48,Pink,<1 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
0.25,35,102,176,26,Light Pink,1-2 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
0.25,23,100,140,56,Pale,UTO,BAR,Mild,Moderate,Moderate,None,None,None,None,None,Normal,Negative
9.0,68,101,182,24,Light Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
7.0,147,101,165,137,Light Pink,<1 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
4.0,83,99,133,53,Pale,UTO,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
6.0,45,101,160,139,Light Pink,1-2 sec,Dull/Depressed,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
2.0,14,101,157,36,Pink,>2 sec,QAR,None,None,Mild,None,None,None,None,None,Normal,Negative
2.0,55,100,98,26,Pink,1-2 sec,QAR,Mild,Mild,Severe,None,None,None,None,None,Normal,Negative
0.08333333333333333,37,101,171,28,Pink,<1 sec,QAR,Mild,Mild,Mild,Mild,None,None,None,Present,Bruising,Negative
1.0,27,102,183,23,Pink,1-2 sec,Anxious/Agitated,Mild,None,Mild,None,None,None,None,None,Normal,Negative
8.0,65,99,100,38,Pink,<1 sec,QAR,None,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
10.0,44,101,147,52,Pink,<1 sec,Dull/Depressed,Mild,None,None,None,None,Mild,None,None,Normal,Negative
0.08333333333333333,71,100,188,139,Pink,>2 sec,BAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
0.16666666666666666,73,100,99,141,Pink,>2 sec,QAR,None,Mild,None,None,None,None,None,None,Normal,Negative
4.0,54,99,110,146,Pale,UTO,Dull/Depressed,None,Mild,None,Moderate,None,None,None,None,Normal,Negative
0.5,31,101,130,55,Pink,1-2 sec,BAR,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
7.0,17,100,128,125,Pink,1-2 sec,Dull/Depressed,Mild,None,Moderate,None,None,None,None,None,Normal,Negative
1.0,85,102,125,55,Pink,>2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,84,105,166,132,Pink,<1 sec,Dull/Depressed,Mild,Chronic,Mild,Mild,Present,Mild,None,Present,Bruising,Positive
0.9166666666666666,68,100,90,145,Pink,<1 sec,QAR,Mild,None,None,Mild,None,None,None,Present,Normal,Negative
5.0,80,100,151,27,Light Pink,1-2 sec,Anxious/Agitated,None,Chronic,Moderate,None,None,None,None,None,Normal,Negative
2.0,60,102,120,29,Pink,<1 sec,BAR,Moderate,None,Mild,None,None,Mild,None,None,Normal,Negative
11.0,55,100,189,39,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,Present,None,None,None,Normal,Negative
0.8333333333333334,80,99,120,59,Pink,1-2 sec,QAR,None,Moderate,None,Mild,None,None,None,None,Normal,Negative
2.0,87,99,94,31,Pink,1-2 sec,Dull/Depressed,None,Mild,None,Mild,None,None,None,None,Normal,Negative
12.0,35,102,89,45,Pink,1-2 sec,BAR,Moderate,Mild,None,None,None,None,None,None,Irritation,Negative
1.0,9,102,179,145,Pink,>2 sec,BAR,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
0.4166666666666667,26,102,172,126,Pink,<1 sec,Dull/Depressed,None,Mild,Moderate,Mild,None,None,None,None,Petechiae,Negative
1.0,46,102,133,42,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,None,None,None,None,None,Normal,Negative
7.0,67,100,123,24,Pink,<1 sec,Dull/Depressed,Chronic,None,None,None,None,None,Moderate,None,Normal,Negative
12.0,82,99,166,32,Pink,1-2 sec,Dull/Depressed,Moderate,None,None,None,None,Mild,None,None,Normal,Negative
2.0,79,105,178,38,Pink,1-2 sec,Dull/Depressed,Chronic,Mild,Mild,Mild,None,Moderate,Moderate,None,Petechia,Positive
0.5833333333333334,43,100,114,122,Pink,>2 sec,BAR,None,Mild,Mild,Mild,None,None,None,Present,Normal,Negative
0.8333333333333334,79,99,109,27,Pink,1-2 sec,BAR,None,Chronic,Moderate,None,None,None,None,Present,Irritation,Negative
2.0,185,99,149,40,Pink,1-2 sec,QAR,None,Mild,None,None,None,None,None,None,Normal,Negative
2.0,89,102,179,57,Pale,UTO,BAR,Mild,Moderate,Mild,None,None,None,None,None,Normal,Negative
10.0,28,99,179,143,Light Pink,<1 sec,Dull/Depressed,None,Chronic,Moderate,Mild,None,None,None,None,Normal,Negative
6.0,30,99,175,38,Pale,UTO,BAR,Moderate,Chronic,Mild,None,None,Mild,None,None,Normal,Negative
1.0,13,104,170,132,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,None,Moderate,Moderate,Present,Bruising,Positive
1.0,25,99,99,51,Pink,1-2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.75,37,100,142,128,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,None,None,Present,Bruising,Negative
1.0,74,102,175,24,Pink,1-2 sec,BAR,Mild,Chronic,None,None,None,None,None,None,Normal,Negative
2.0,40,100,141,51,Pink,1-2 sec,QAR,Mild,Mild,Mild,None,None,None,None,None,Irritation,Negative
2.0,88,102,101,126,Pink,1-2 sec,BAR,Mild,Mild,None,Mild,None,Mild,None,None,Normal,Negative
0.3333333333333333,73,99,159,58,Pink,1-2 sec,QAR,Moderate,Mild,Mild,None,None,None,None,None,Bruising,Negative
2.0,69,101,185,51,Pink,1-2 sec,BAR,None,Moderate,Mild,None,None,None,None,None,Bruising,Negative
5.0,71,99,133,46,Pink,<1 sec,Dull/Depressed,None,None,Mild,None,None,None,None,None,Normal,Negative
1.0,72,99,156,52,Pink,<1 sec,Dull/Depressed,None,None,Moderate,None,None,Mild,None,None,Normal,Negative
9.0,87,99,130,30,Pink,1-2 sec,QAR,None,Mild,None,None,None,None,None,None,Normal,Negative
0.6666666666666666,86,99,142,55,Pale,UTO,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
2.0,12,100,148,32,Pink,<1 sec,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
2.0,7,99,161,141,Pink,1-2 sec,BAR,Mild,Moderate,Mild,Mild,None,Mild,None,None,Normal,Negative
3.0,26,99,164,59,Pink,>2 sec,BAR,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
2.0,20,102,154,41,Light Pink,<1 sec,BAR,Mild,Mild,None,Moderate,None,Mild,Mild,Present,Normal,Negative
5.0,20,102,176,35,Light Pink,<1 sec,Dull/Depressed,None,None,Mild,Moderate,None,None,Mild,None,Normal,Negative
1.0,11,99,172,53,Pink,1-2 sec,BAR,Mild,Chronic,None,None,None,None,None,None,Bruising,Negative
2.0,13,101,136,146,Pink,1-2 sec,QAR,Mild,Moderate,Moderate,Moderate,None,None,None,None,Normal,Negative
2.0,7,99,88,137,Pink,<1 sec,BAR,None,Mild,Mild,None,None,None,Mild,None,Normal,Negative
1.0,37,99,135,41,Pink,1-2 sec,BAR,Moderate,Mild,Moderate,Moderate,None,Mild,None,Present,Normal,Negative
13.0,36,104,135,56,Pink,>2 sec,Dull/Depressed,None,Mild,Moderate,Mild,None,Moderate,Mild,None,Normal,Positive
0.08333333333333333,43,99,125,22,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.75,84,102,189,19,Pink,<1 sec,BAR,Mild,Moderate,Mild,None,None,None,None,None,Normal,Negative
0.08333333333333333,23,101,179,37,Pink,<1 sec,Dull/Depressed,None,Mild,Mild,None,None,Mild,Mild,None,Normal,Negative
9.0,22,99,117,19,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,Present,Normal,Negative
3.0,74,99,153,19,Light Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,Mild,None,Normal,Negative
3.0,54,101,154,60,Light Pink,1-2 sec,QAR,Mild,Moderate,Moderate,Moderate,None,None,None,None,Normal,Negative
3.0,48,100,114,149,Pink,1-2 sec,BAR,Mild,Chronic,None,None,None,None,None,None,Normal,Negative
2.0,87,101,102,19,Light Pink,1-2 sec,Dull/Depressed,None,None,None,Moderate,None,None,None,None,Normal,Negative
1.0,89,99,184,22,Pink,1-2 sec,QAR,Moderate,Mild,None,Mild,None,None,None,Present,Normal,Negative
3.0,85,100,132,41,Pink,>2 sec,Anxious/Agitated,None,Mild,Mild,None,None,None,None,None,Normal,Negative
2.0,12,102,106,54,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
0.16666666666666666,13,101,144,141,Pale,UTO,Dull/Depressed,Mild,Moderate,None,Moderate,None,None,None,Present,Normal,Negative
0.16666666666666666,63,105,96,41,Pale,UTO,Anxious/Agitated,None,Moderate,Mild,None,None,Moderate,Moderate,None,Normal,Positive
2.0,46,99,114,29,Pink,1-2 sec,Dull/Depressed,Chronic,Mild,None,None,None,None,None,None,Normal,Negative
1.0,89,101,126,144,Pink,1-2 sec,Dull/Depressed,None,Chronic,None,None,None,None,None,None,Normal,Negative
1.0,76,99,136,142,Light Pink,1-2 sec,Dull/Depressed,Mild,None,None,Moderate,None,None,None,None,Normal,Negative
0.08333333333333333,73,101,183,36,Pink,>2 sec,QAR,Mild,None,Moderate,None,None,None,None,None,Irritation,Negative
0.3333333333333333,50,100,187,25,Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,None,Moderate,Present,Normal,Negative
2.0,55,102,178,138,Pale,UTO,QAR,None,Moderate,None,Moderate,None,None,None,Present,Normal,Negative
3.0,56,101,154,23,Pink,1-2 sec,BAR,Chronic,None,Mild,Mild,None,None,None,None,Normal,Negative
0.6666666666666666,66,100,150,24,Pink,1-2 sec,QAR,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
2.0,164,102,156,40,Pink,>2 sec,Dull/Depressed,None,None,None,None,Present,None,None,None,Normal,Negative
1.0,6,105,115,29,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,Moderate,None,Present,Irritation,Positive
1.0,39,101,122,54,Pink,<1 sec,QAR,Mild,Moderate,Mild,Mild,None,None,Moderate,None,Petechiae,Negative
4.0,20,101,145,39,Pink,<1 sec,QAR,Mild,None,None,Moderate,None,None,None,None,Normal,Negative
1.0,51,99,184,49,Pink,<1 sec,Dull/Depressed,Chronic,None,Mild,None,None,None,None,None,Normal,Negative
8.0,70,101,169,47,Pink,1-2 sec,BAR,Mild,None,Mild,Moderate,Present,None,Mild,None,Normal,Negative
4.0,75,99,109,47,Pink,1-2 sec,BAR,Chronic,None,None,None,None,Mild,Mild,None,Normal,Negative
5.0,42,102,126,18,Pink,1-2 sec,Dull/Depressed,Mild,None,Moderate,Mild,None,None,None,None,Bruising,Negative
1.0,32,101,168,30,Light Pink,1-2 sec,QAR,None,Mild,None,None,None,None,None,Present,Normal,Negative
0.6666666666666666,7,100,170,25,Pale,UTO,BAR,Mild,None,Moderate,None,None,None,None,None,Normal,Negative
1.0,19,100,171,133,Pink,1-2 sec,QAR,Chronic,Mild,Moderate,Mild,None,None,None,None,Irritation,Negative
1.0,73,102,189,38,Pink,1-2 sec,QAR,None,Mild,Mild,None,None,None,None,Present,Normal,Negative
3.0,88,100,161,18,Pink,1-2 sec,BAR,None,Mild,Moderate,None,None,Mild,None,None,Normal,Negative
0.08333333333333333,26,100,189,39,Pink,<1 sec,Dull/Depressed,None,Mild,Mild,Mild,None,None,Mild,None,Normal,Negative
0.08333333333333333,39,102,125,54,Light Pink,>2 sec,Dull/Depressed,Moderate,Chronic,None,Mild,None,None,None,None,Normal,Negative
11.0,72,101,105,120,Pink,<1 sec,BAR,Mild,Mild,None,Mild,None,None,Mild,None,Normal,Negative
6.0,43,100,133,131,Pink,1-2 sec,BAR,None,Moderate,None,None,None,None,None,None,Bruising,Negative
2.0,42,105,106,50,Pink,1-2 sec,Dull/Depressed,None,None,Severe,None,None,Mild,None,Present,Bruising,Positive
4.0,85,104,135,147,Pale,UTO,Dull/Depressed,None,Mild,Mild,Mild,Present,None,Moderate,None,Normal,Positive
2.0,57,102,169,49,Pink,<1 sec,BAR,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
10.0,74,101,132,50,Light Pink,1-2 sec,BAR,None,Mild,Mild,Moderate,None,None,None,Present,Normal,Negative
8.0,53,102,180,47,Pink,1-2 sec,BAR,None,None,Mild,None,None,None,None,None,Normal,Negative
2.0,126,102,178,33,Pink,>2 sec,QAR,None,None,None,None,None,None,Mild,None,Normal,Negative
1.0,36,102,174,54,Pink,1-2 sec,QAR,Mild,None,None,None,None,Mild,None,None,Irritation,Negative
1.0,18,103,152,57,Light Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Mild,Present,None,None,None,Normal,Positive
2.0,27,102,159,132,Pink,>2 sec,Dull/Depressed,None,Mild,None,Mild,None,None,None,None,Normal,Negative
11.0,37,101,176,124,Pink,>2 sec,Dull/Depressed,None,Mild,Moderate,Mild,None,None,None,Present,Normal,Negative
0.5,72,101,180,52,Pale,UTO,Dull/Depressed,Mild,Moderate,None,None,None,Mild,None,None,Normal,Negative
0.16666666666666666,79,104,158,60,Pale,UTO,Dull/Depressed,Moderate,Mild,Mild,Mild,Present,Moderate,Mild,None,Normal,Positive
4.0,78,101,165,35,Pink,1-2 sec,BAR,Mild,None,None,None,None,None,None,None,Bruising,Negative
8.0,89,99,112,41,Pink,<1 sec,Dull/Depressed,None,Mild,Mild,Mild,None,Mild,None,None,Normal,Negative
0.3333333333333333,54,100,178,41,Pale,UTO,BAR,Moderate,Mild,Moderate,None,None,None,Moderate,None,Bruising,Negative
0.6666666666666666,69,102,95,143,Pink,1-2 sec,QAR,Mild,Moderate,None,None,None,None,None,None,Normal,Negative
3.0,78,102,136,45,Pink,<1 sec,Dull/Depressed,Mild,None,Moderate,Moderate,None,Mild,None,None,Normal,Negative
2.0,11,99,141,122,Pink,<1 sec,QAR,Mild,Mild,Moderate,Moderate,None,None,None,None,Normal,Negative
0.75,6,101,171,33,Pink,>2 sec,QAR,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
0.08333333333333333,40,104,158,19,Pink,<1 sec,QAR,None,None,Severe,Mild,None,Moderate,Moderate,None,Normal,Positive
2.0,62,99,97,60,Pink,1-2 sec,BAR,None,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
1.0,16,99,153,36,Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,None,Mild,None,Bruising,Negative
5.0,75,101,108,143,Pink,1-2 sec,BAR,Mild,None,None,Mild,None,None,None,None,Irritation,Negative
10.0,39,101,189,138,Pink,<1 sec,QAR,Mild,Mild,Mild,None,None,Mild,None,None,Normal,Negative
1.0,72,102,126,137,Pink,>2 sec,QAR,Moderate,Mild,None,None,None,None,None,None,Bruising,Negative
2.0,48,101,157,34,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,Mild,None,Bruising,Negative
5.0,56,99,171,33,Pink,1-2 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
5.0,26,105,135,19,Pale,UTO,Dull/Depressed,None,Mild,None,None,Present,Mild,Mild,None,Normal,Positive
1.0,123,100,179,52,Pink,1-2 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
4.0,86,101,120,48,Pink,1-2 sec,QAR,Mild,Mild,Mild,Mild,None,Mild,None,None,Normal,Negative
1.0,43,101,89,59,Pink,1-2 sec,QAR,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
7.0,47,101,98,36,Light Pink,>2 sec,QAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
10.0,28,100,108,22,Pink,1-2 sec,BAR,None,None,Moderate,None,None,None,None,None,Normal,Negative
1.0,90,104,133,149,Pink,>2 sec,Dull/Depressed,Chronic,Mild,Mild,Mild,None,Moderate,Moderate,Present,Normal,Positive
1.0,76,104,141,51,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Moderate,Present,Moderate,Moderate,Present,Bruising,Positive
1.0,41,100,124,29,Pale,UTO,BAR,None,None,None,None,None,Mild,None,None,Irritation,Negative
8.0,84,105,94,51,Light Pink,1-2 sec,Dull/Depressed,Mild,None,None,Moderate,Present,Mild,Moderate,Present,Petechia,Positive
0.25,90,101,126,33,Light Pink,<1 sec,BAR,None,None,None,None,None,None,None,Present,Normal,Negative
3.0,47,101,171,35,Pink,<1 sec,QAR,Mild,None,Moderate,None,None,None,None,None,Normal,Negative
2.0,71,99,131,18,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,Mild,Mild,None,None,Mild,None,Normal,Negative
6.0,11,102,125,56,Pink,<1 sec,Dull/Depressed,Chronic,Moderate,None,None,None,None,None,None,Normal,Negative
3.0,57,99,151,30,Pink,1-2 sec,QAR,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,75,102,183,33,Light Pink,>2 sec,QAR,Mild,None,None,Mild,None,None,None,Present,Normal,Negative
0.75,80,105,184,132,Light Pink,<1 sec,Dull/Depressed,Moderate,Mild,Mild,Mild,None,Mild,Moderate,None,Petechia,Positive
2.0,78,99,180,41,Pink,1-2 sec,QAR,None,None,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,31,100,179,144,Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,Mild,None,None,Normal,Negative
2.0,61,99,102,53,Pink,>2 sec,BAR,Mild,None,None,Mild,None,None,Mild,None,Normal,Negative
0.16666666666666666,45,99,143,149,Pink,>2 sec,Dull/Depressed,Mild,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,77,101,161,37,Pink,1-2 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
1.0,71,105,122,22,Light Pink,<1 sec,Dull/Depressed,Mild,Mild,Mild,Mild,None,Mild,Moderate,None,Normal,Positive
0.6666666666666666,55,100,139,146,Pink,>2 sec,BAR,None,Moderate,None,None,None,None,None,None,Normal,Negative
15.0,71,104,169,57,Pink,>2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,Present,Moderate,None,None,Bruising,Positive
0.3333333333333333,73,101,187,145,Pink,1-2 sec,BAR,None,Mild,Moderate,Moderate,None,Mild,Mild,None,Normal,Negative
3.0,40,101,140,39,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,Mild,None,Normal,Negative
7.0,71,100,138,37,Pink,1-2 sec,BAR,None,None,None,Moderate,None,None,Mild,None,Normal,Negative
11.0,9,102,100,43,Pink,<1 sec,Dull/Depressed,None,Mild,None,None,None,None,None,Present,Normal,Negative
1.0,11,99,182,124,Pink,<1 sec,BAR,Chronic,None,None,Mild,None,None,None,None,Normal,Negative
1.0,71,101,139,45,Pink,>2 sec,BAR,Chronic,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,48,101,149,43,Pink,1-2 sec,QAR,Mild,Chronic,Mild,Moderate,None,None,None,Present,Normal,Negative
3.0,63,102,189,25,Pink,1-2 sec,QAR,None,Moderate,Mild,None,None,None,None,None,Normal,Negative
2.0,75,101,120,58,Pink,>2 sec,Dull/Depressed,None,Mild,None,Mild,None,None,None,None,Normal,Negative
10.0,45,100,155,29,Light Pink,1-2 sec,QAR,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
1.0,70,102,187,18,Light Pink,<1 sec,BAR,None,Chronic,None,None,None,None,None,Present,Bruising,Negative
10.0,28,101,144,59,Pink,>2 sec,QAR,None,None,Moderate,Mild,None,None,None,None,Bruising,Negative
0.01643835616438356,20,101,157,126,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,None,None,None,Mild,None,Normal,Negative
1.0,12,100,103,127,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,86,99,117,50,Pale,UTO,BAR,None,None,None,None,None,Moderate,None,None,Normal,Negative
1.0,84,101,160,23,Pink,>2 sec,Dull/Depressed,None,None,Moderate,Mild,None,None,None,None,Bruising,Negative
1.0,62,100,116,46,Pink,1-2 sec,Dull/Depressed,None,Mild,None,Mild,None,None,None,None,Normal,Negative
7.0,86,102,113,59,Pink,1-2 sec,QAR,Mild,None,None,Mild,None,None,None,None,Normal,Negative
1.0,41,101,134,53,Pink,1-2 sec,QAR,Moderate,None,None,None,None,None,None,None,Normal,Negative
1.0,71,101,96,20,Pale,UTO,Dull/Depressed,None,Mild,None,None,None,None,None,None,Bruising,Negative
0.16666666666666666,86,100,186,145,Pale,UTO,QAR,Moderate,None,Moderate,None,None,None,None,None,Normal,Negative
1.0,17,99,165,121,Pink,<1 sec,BAR,Moderate,None,None,None,None,None,None,None,Normal,Negative
13.0,28,102,97,46,Pink,>2 sec,Dull/Depressed,None,None,None,Mild,None,Mild,None,None,Normal,Negative
0.5833333333333334,47,102,139,26,Pale,UTO,BAR,Moderate,None,Mild,Moderate,None,None,None,None,Normal,Negative
0.0027397260273972603,21,102,134,56,Pink,<1 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
8.0,50,100,126,130,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
2.0,49,102,160,144,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
1.0,26,105,136,20,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,None,None,Mild,None,Normal,Positive
0.4166666666666667,7,99,121,48,Light Pink,1-2 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
