fipscode,state,county,ixodes_scapularis_county_status_2016,ixodes_pacificus_county_status_2016,ixodes_scapularis_county_status_2018,ixodes_pacificus_county_status_2018,ixodes_scapularis_county_status_2019,ixodes_pacificus_county_status_2019,ixodes_scapularis_county_status_2020,ixodes_pacificus_county_status_2020,ixodes_scapularis_county_status_2021,ixodes_pacificus_county_status_2021
19021,IA,Buena Vista County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19023,IA,Butler County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19025,IA,Calhoun County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19027,IA,Carroll County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19029,IA,Cass County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
19031,IA,Cedar County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19033,IA,Cerro Gordo County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
19035,IA,Cherokee County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19037,IA,Chickasaw County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
19039,IA,Clarke County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19041,IA,Clay County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
19043,IA,Clayton County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
19045,IA,Clinton County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19047,IA,Crawford County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19049,IA,Dallas County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
19051,IA,Davis County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19053,IA,Decatur County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
19055,IA,Delaware County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
