FIPSCode,State,County,Ixodes_scapularis_County_Status,Ixodes_scapularis_data_source,Ixodes_pacificus_county_status,Ixodes_pacificus_data_source
18037,IN,Dubois County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18039,IN,Elkhart County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18041,IN,Fayette County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18043,IN,Floyd County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18045,IN,Fountain County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18047,IN,Franklin County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18049,IN,Fulton County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18051,IN,Gibson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18053,IN,Grant County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18055,IN,Greene County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18057,IN,Hamilton County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18059,IN,Hancock County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18061,IN,Harrison County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18063,IN,Hendricks County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18065,IN,Henry County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18067,IN,Howard County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18069,IN,Huntington County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18071,IN,Jackson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18073,IN,Jasper County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18075,IN,Jay County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18077,IN,Jefferson County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18079,IN,Jennings County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18081,IN,Johnson County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18083,IN,Knox County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18085,IN,Kosciusko County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18087,IN,LaGrange County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18089,IN,Lake County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18091,IN,LaPorte County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18093,IN,Lawrence County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18095,IN,Madison County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18097,IN,Marion County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18099,IN,Marshall County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18101,IN,Martin County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18103,IN,Miami County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18105,IN,Monroe County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18107,IN,Montgomery County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18109,IN,Morgan County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18111,IN,Newton County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18113,IN,Noble County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18115,IN,Ohio County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18117,IN,Orange County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18119,IN,Owen County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18121,IN,Parke County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18123,IN,Perry County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18125,IN,Pike County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18127,IN,Porter County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18129,IN,Posey County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18131,IN,Pulaski County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18133,IN,Putnam County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18135,IN,Randolph County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18137,IN,Ripley County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18139,IN,Rush County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18141,IN,St. Joseph County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18143,IN,Scott County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18145,IN,Shelby County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18147,IN,Spencer County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18149,IN,Starke County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18151,IN,Steuben County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18153,IN,Sullivan County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18155,IN,Switzerland County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18157,IN,Tippecanoe County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18159,IN,Tipton County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18161,IN,Union County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18163,IN,Vanderburgh County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18165,IN,Vermillion County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18167,IN,Vigo County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18169,IN,Wabash County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18171,IN,Warren County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18173,IN,Warrick County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18175,IN,Washington County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18177,IN,Wayne County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18179,IN,Wells County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18181,IN,White County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
18183,IN,Whitley County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19001,IA,Adair County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19003,IA,Adams County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19005,IA,Allamakee County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19007,IA,Appanoose County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19009,IA,Audubon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19011,IA,Benton County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19013,IA,Black Hawk County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19015,IA,Boone County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19017,IA,Bremer County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19019,IA,Buchanan County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19021,IA,Buena Vista County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19023,IA,Butler County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19025,IA,Calhoun County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19027,IA,Carroll County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19029,IA,Cass County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19031,IA,Cedar County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19033,IA,Cerro Gordo County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19035,IA,Cherokee County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19037,IA,Chickasaw County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19039,IA,Clarke County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19041,IA,Clay County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19043,IA,Clayton County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19045,IA,Clinton County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19047,IA,Crawford County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19049,IA,Dallas County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19051,IA,Davis County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19053,IA,Decatur County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19055,IA,Delaware County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19057,IA,Des Moines County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19059,IA,Dickinson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19061,IA,Dubuque County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19063,IA,Emmet County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19065,IA,Fayette County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19067,IA,Floyd County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19069,IA,Franklin County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19071,IA,Fremont County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19073,IA,Greene County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19075,IA,Grundy County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19077,IA,Guthrie County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19079,IA,Hamilton County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19081,IA,Hancock County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19083,IA,Hardin County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19085,IA,Harrison County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19087,IA,Henry County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19089,IA,Howard County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19091,IA,Humboldt County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19093,IA,Ida County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19095,IA,Iowa County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19097,IA,Jackson County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19099,IA,Jasper County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19101,IA,Jefferson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19103,IA,Johnson County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19105,IA,Jones County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19107,IA,Keokuk County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19109,IA,Kossuth County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19111,IA,Lee County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19113,IA,Linn County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19115,IA,Louisa County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19117,IA,Lucas County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19119,IA,Lyon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19121,IA,Madison County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19123,IA,Mahaska County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19125,IA,Marion County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19127,IA,Marshall County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19129,IA,Mills County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19131,IA,Mitchell County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19133,IA,Monona County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19135,IA,Monroe County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19137,IA,Montgomery County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19139,IA,Muscatine County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19141,IA,O'Brien County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19143,IA,Osceola County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19145,IA,Page County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19147,IA,Palo Alto County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19149,IA,Plymouth County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19151,IA,Pocahontas County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19153,IA,Polk County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19155,IA,Pottawattamie County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19157,IA,Poweshiek County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19159,IA,Ringgold County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19161,IA,Sac County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19163,IA,Scott County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19165,IA,Shelby County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
19167,IA,Sioux County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
